show_id,director_name
s1417,Frank Coraci
s1419,Alistair Legrand
s1420,Chris Perkel
s1422,David Oelhoffen
s1424,John Crowley
s1425,Lilly Wachowski
s1425,Lana Wachowski
s1425,Tom Tykwer
s1426,Olivier Assayas
s1427,Phil Lord
s1427,Christopher Miller
s1428,Cody Cameron
s1428,Kris Pearn
s1429,Matt Reeves
s1430,Marcos Bucay
s1439,Thomas Carter
s1444,Raúl Campos
s1444,Jan Suter
s1447,Jeff Chan
s1450,Les Mayfield
s1451,Michael Dowse
s1452,Fluvio Iannuci
s1452,Roly Santos
s1453,Vishal Mishra
s1454,Emily Hagins
s1457,Moses Inwang
s1458,Carey McKenzie
s1459,Robert Moresco
s1460,Jerry Seinfeld
s1461,Jay Chapman
s1462,Saurav Palodhi
s1465,Florian Gallenberger
s1468,Ketan Mehta
s1469,Zack Whedon
s1470,Joshua Marston
s1471,Jerry Seinfeld
s1475,Robert Kenner
s1477,Pepe Bojórquez
s1478,Ram Gopal Varma
s1479,Craig Goodwill
s1481,Jesse Adang
s1481,Syrine Boulanouar
s1482,Stacie Passon
s1483,Van M. Pham
s1485,Gavin Fitzgerald
s1486,Ozan Açıktan
s1490,Ram Gopal Varma
s1493,Abdul Aziz Hashad
s1494,Tomas Brickhill
s1498,Stuart Rosenberg
s1499,Jon Rosenbaum
s1500,Jon Watts
s1501,Ben Steele
s1502,Arnon Manor
s1502,Timothy Ware-Hill
s1503,Henry Selick
s1505,Mathieu Auvray
s1506,Santiago Diaz
s1506,Pablo Martin Farina
s1507,Jason Bourque
s1508,Jay Bulger
s1510,Tolu Awobiyi
s1511,Alexandre Reinecke
s1513,Micah Bickham
s1513,Galley Molina
s1514,Kip Andersen
s1514,Keegan Kuhn
s1515,Stanley Nelson
s1516,Michelle Esrick
s1517,Jay Chapman
s1518,Paul Haggis
s1521,Sammaria Sari Simanjuntak
s1522,Mae Czarina Cruz
s1525,Moses Inwang
s1526,Obi Emelonye
s1528,Kranti Kanade
s1531,Patrick Brice
s1532,Patrick Brice
s1535,Felipe Cano
s1541,Mariano Barroso
s1544,Marcus Raboy
s1545,Michèle Ohayon
s1546,Nam Ron
s1547,Ang Lee
s1548,Yuen Wo-Ping
s1549,Jon Alpert
s1551,Rod Cabatana Marmol
s1552,Don Mancini
s1553,Mana Yasuda
s1557,Tamas Yvan Topolanszky
s1558,Matt Shakman
s1559,Zachary Heinzerling
s1560,Maïmouna Doucouré
s1563,Prakash Kunte
s1564,Jay Chapman
s1565,Jay Chapman
s1568,Selçuk Aydemir
s1568,Birkan Pusa
s1569,Selçuk Aydemir
s1570,Spike Lee
s1571,Ted Emery
s1572,Chandrakant Kanse
s1573,Hasan Karacadağ
s1574,Hasan Karacadağ
s1575,Hasan Karacadağ
s1576,Gary David Goldberg
s1577,Javier Colinas
s1579,Steve Carr
s1580,Amara Cash
s1581,Pablo Parés
s1582,Johnson Esthappan
s1583,Raj Amit Kumar
s1584,Jean-Marc Vallée
s1586,Marcus Raboy
s1589,Jeffrey Walker
s1590,Oliver Bokelberg
s1593,Philipp Eichholtz
s1594,Huw Cordey
s1596,Nitesh Tiwari
s1599,Michael M. Scott
s1602,Alex Díaz
s1602,Marcos Bucay
s1603,Raúl Campos
s1603,Jan Suter
s1604,Brendan Toller
s1605,Roger Donaldson
s1606,Awi Suryadi
s1607,Isabelle Nanty
s1608,Julius R. Nasso
s1612,Agnidev Chatterjee
s1613,Alexandros Avranas
s1615,Bernardo Arellano
s1616,Padraig Reynolds
s1618,Gilles Paquet-Brenner
s1619,Scott Stewart
s1621,Youssef Chahine
s1622,Prawal Raman
s1624,Parveen Kumar
s1627,Cassia Dian
s1628,Vanessa Roth
s1629,Julie Dash
s1630,Stan Lathan
s1631,Stan Lathan
s1632,Stan Lathan
s1634,Alastair Fothergill
s1634,Jonnie Hughes
s1634,Keith Scholey
s1635,David Batra
s1635,Jon Rudberg
s1636,Ricky Gervais
s1637,Alex Coletti
s1638,Barry Avrich
s1643,Hèctor Hernández Vicens
s1646,Amman Abbasi
s1648,Rob Seidenglanz
s1649,Dylan Haegens
s1649,Bas van Teylingen
s1650,Noah Baumbach
s1650,Jake Paltrow
s1651,Tom Edmunds
s1652,Mikhail Red
s1655,Caryn Waechter
s1656,Tanveer Khan
s1657,Danny J. Boyle
s1658,Svetlana Cvetko
s1661,Demetri Martin
s1662,Tanuj Bhramar
s1663,Chad Van De Keere
s1664,Hsu Chih-yen
s1664,Mag Hsu
s1666,Jason Priestley
s1668,Gauri Shinde
s1669,Neil LaBute
s1671,Fernando Ayllón
s1672,Harrison Smith
s1673,Adam Wingard
s1674,Darren Lynn Bousman
s1675,Don Michael Paul
s1676,Al Campbell
s1676,Alice Mathias
s1677,Clay Porter
s1678,Meltem Bozoflu
s1679,Abhishek Chaubey
s1680,Julio Soto Gurpide
s1683,K.C. Bokadia
s1684,Anees Bazmee
s1685,Louis J. Horvitz
s1686,Edward Zwick
s1687,Ken Burns
s1687,Artemis Joukowsky
s1688,Stefan Brogren
s1689,Sydney Freeland
s1690,Rakeysh Omprakash Mehra
s1691,Abhinay Deo
s1693,Hakan Algül
s1694,Gupse Özay
s1695,Dennis Iliadis
s1697,Jay Karas
s1698,Jay Karas
s1698,Demetri Martin
s1699,Camilla Nielsson
s1701,Will Canon
s1702,Christian Gudegast
s1703,Ted Demme
s1705,Ryan Polito
s1706,Marcus Raboy
s1714,Diego Kaplan
s1715,Frederick Cipoletti
s1716,Sam Patton
s1717,LP
s1718,Lucas Figueroa
s1719,Gabriela Tagliavini
s1720,Youssef Chahine
s1721,Su I-Hsuan
s1721,Chuang Shiang-an
s1721,Liu Yi
s1722,Mohamed Samy
s1723,Christopher Smith
s1724,Jamal Hill
s1725,Anurag Kashyap
s1726,Michael Feifer
s1727,Saara Cantell
s1728,Clay Staub
s1729,Masaaki Yuasa
s1731,Sumitra Bhave
s1731,Sunil Sukthankar
s1733,Indra Kumar
s1734,Vivek Agnihotri
s1735,Nagesh Kukunoor
s1736,Fuwad Khan
s1738,Manish Saini
s1740,Kiran Rao
s1741,Umesh Shukla
s1742,Hark Tsui
s1747,Kunle Afolayan
s1748,Ben Ryder
s1750,Benoît Jacquot
s1751,Kirsten Johnson
s1752,Lee Tamahori
s1753,Johnny Breedt
s1754,Volker Weicker
s1755,Joey So
s1756,Joey So
s1757,Indra Kumar
s1758,Farhan Akhtar
s1759,Zoya Akhtar
s1760,Kundan Shah
s1761,Mani Ratnam
s1762,Manjeet Maan
s1763,Fajar Bustomi
s1763,Pidi Baiq
s1764,Fajar Bustomi
s1764,Pidi Baiq
s1765,Rohit Shetty
s1767,Jay Roach
s1776,Chia-Liang Liu
s1778,B. Subhash
s1779,David 'Tosh' Gitonga
s1779,Michael Jones
s1780,Todd Standing
s1783,Benjamin Arfmann
s1784,Neill Blomkamp
s1786,Houda Benyamina
s1787,Bruno Garotti
s1788,Quentin Tarantino
s1789,Maïwenn
s1791,Habib Faisal
s1792,Deepti Naval
s1794,David Lean
s1796,Paul Schrader
s1799,Craig Brewer
s1801,Alankrita Shrivastava
s1802,Francis Whately
s1804,Debbie Allen
s1805,Philip Marlatt
s1806,Charles Martin Smith
s1807,Brian De Palma
s1808,Farhan Akhtar
s1809,Farhan Akhtar
s1810,Mahin Ibrahim
s1810,Austin Kolodney
s1810,Will Lowell
s1810,David Beier
s1810,Dave Dorsey
s1810,Xu Zhang
s1810,Alana Waksman
s1810,Jon YonKondy
s1810,Drue Metz
s1810,Brandon Somerhalder
s1811,Jared Hess
s1812,Troy Nixey
s1813,Thierry Donard
s1814,Thierry Donard
s1815,Thierry Donard
s1816,Mark Lewis
s1817,Johnnie To
s1818,Johnnie To
s1819,Caradog W. James
s1820,Daniel Gordon
s1821,Mike Birbiglia
s1822,Ángel Gómez Hernández
s1823,Shannon Hartman
s1823,Michelle Caputo
s1824,Mike Newell
s1825,Andrzej Bartkowiak
s1826,Tony Giglio
s1828,Gagan Puri
s1830,KVR Mahendra
s1832,Tarun Mansukhani
s1833,Cris D'Amato
s1834,Bruce Beresford
s1835,Teddy Chan
s1836,Wong Jing
s1837,John Patrick Shanley
s1838,Aleksey German
s1839,M.J. Isakson
s1841,Kubhaer T. Jethwani
s1842,Bo Welch
s1843,Scott Mosier
s1843,Yarrow Cheney
s1844,Chris Renaud
s1844,Kyle Balda
s1847,Takashi Yamazaki
s1847,Ryuichi Yagi
s1847,Makoto Hanafusa
s1848,Wilson Yip
s1850,Rob Cohen
s1851,Colin Teague
s1852,Doug Lefler
s1853,Patrik Syversen
s1854,Ivan Silvestrini
s1855,Rajiv Chilaka
s1856,Elaine Bogan
s1856,John Sanford
s1859,TJ Sullivan
s1859,Greg Rankin
s1860,Greg Rankin
s1860,TJ Sullivan
s1861,Greg Rankin
s1861,TJ Sullivan
s1863,Greg MacGillivray
s1864,Tristan Ferland Milewski
s1866,Andrew Jenks
s1875,Reiner Holzemer
s1877,Yeung Yat-Tak
s1878,Nishikant Kamat
s1879,Tarun Mansukhani
s1885,Fred Wolf
s1886,Che Sandoval
s1887,Norihisa Hiranuma
s1888,Miguel Arteta
s1889,Chris Jenkins
s1890,Olivia Milch
s1892,Afia Nathaniel
s1893,Eeshwar Nivas
s1894,Troy Miller
s1895,Anne Fletcher
s1896,Ramesh Talwar
s1897,Mahesh Bhatt
s1899,Shagufta Rafique
s1900,Hernán Zin
s1902,Emma Hatherley
s1903,Katy Chevigny
s1903,Ross Kauffman
s1904,Julien Leclercq
s1905,Dave Green
s1909,Wash Westmoreland
s1910,Anthony Lucero
s1913,Will Gluck
s1915,Ryan Murphy
s1916,Sarjun
s1917,Andrew Slater
s1918,Matt Bell
s1919,Bruce Gowers
s1920,Robert Townsend
s1922,Bobby Roth
s1923,David Moreton
s1926,Halder Gomes
s1927,Francesco Imperato
s1928,Tharun Bhascker
s1929,Ajithkumar
s1930,Mikhail Red
s1931,Richard Laxton
s1932,Naya Anindita
s1933,Harjit Singh
s1935,Saeed Hamed
s1936,Sumitra Bhave
s1936,Sunil Sukthankar
s1937,Sriram Raghavan
s1938,Rajiv Mehra
s1939,Suparn Verma
s1940,Shelly Chopra Dhar
s1941,Shakun Batra
s1942,Yılmaz Erdoğan
s1943,Philipp Stölzl
s1945,David E. Talbert
s1946,Vince Gilligan
s1951,Matías Gueilburt
s1954,Joseduardo Giordano
s1954,Sergio Goyri Jr.
s1957,Jan Suter
s1958,Justin Webster
s1959,Pablo Aulita
s1961,Emir Kusturica
s1962,Lorena Munoz
s1965,Alessandro Angulo
s1966,Gabriela García Rivas
s1967,Kate Horne
s1969,Federico Lemos
s1970,Peter Mimi
s1971,K. Ramanlal
s1972,Petra Costa
s1973,Bassam Kurdali
s1974,Akhigbe Ilozobhie
s1975,Chanda Bell
s1976,Chanda Bell
s1977,Ciarán Foy
s1978,Isabel Coixet
s1980,John Bridcut
s1981,Sebastian Gutierrez
s1982,Joel Gallen
s1982,Tig Notaro
s1983,Fabien Beziat
s1983,Hugues Nancy
s1984,Hugues Nancy
s1984,Fabien Beziat
s1985,Nils Tavernier
s1986,Jennifer Westcott
s1987,Jon Spira
s1988,Michael Thelin
s1989,Saurabh Kabra
s1993,Riri Riza
s1994,Neil Triffett
s1997,Kim Nguyen
s1998,Greg Coolidge
s2000,Ajay Phansekar
s2002,Rob Epstein
s2002,Jeffrey Friedman
s2003,David Ayer
s2005,Denis Villeneuve
s2007,Praveen Nischol
s2008,Max Amini
s2009,Jenny Carchman
s2010,Harry Bradbeer
s2012,Jason James
s2013,Alex Burunova
s2014,Robert Clouse
s2015,Matthias Hoene
s2017,Drake Doremus
s2019,Kurt Wimmer
s2022,Eric Notarnicola
s2023,Eric Idle
s2023,Aubrey Powell
s2024,Paul Urkijo Alijo
s2025,Scott McAboy
s2026,Wojciech Marczewski
s2027,Sherif Arafa
s2029,Alejandro Doria
s2030,Marcelo González
s2035,Valeria Golino
s2037,David Dobkin
s2038,Tom Shadyac
s2039,Hideaki Anno
s2040,Jose Manuel Colón
s2041,Orlando von Einsiedel
s2042,Icíar Bollaín
s2043,Sridhar Rangayan
s2044,Paul W.S. Anderson
s2046,Robi Michael
s2047,Asghar Farhadi
s2048,Mae Czarina Cruz
s2050,Joyce Bernal
s2053,Trey Borzillieri
s2053,Barbara Schroeder
s2054,Ivan Reitman
s2055,Basava Shankar Eeday
s2056,Alex Garland
s2059,James Lee
s2060,Stuart Baird
s2061,Dan Villegas
s2063,Anders Sømme Hammer
s2063,Marius Arnesen
s2063,Klaus Erik Okstad
s2063,Olav Njaastad
s2064,Michael Whitton
s2065,Andrzej Bartkowiak
s2066,Ben Wallis
s2067,Selima Taibi
s2068,Seiji Mizushima
s2070,Joseph Mbah
s2071,Ben Young
s2072,Sam Hargrave
s2076,Joe Berlinger
s2077,Dan Krauss
s2078,Paco Plaza
s2079,Hakan Algül
s2080,Hakan Algül
s2081,Hakan Algül
s2085,Benny Fine
s2086,Sean Olson
s2087,Rodrigo Toro
s2087,Francisco Schultz
s2089,Matt Toronto
s2090,Gautier & Leduc
s2092,Robert Krantz
s2094,Michael McKay
s2095,Sanjay Jadhav
s2096,Chris Stokes
s2098,Gregory Hoblit
s2100,Roger Kumble
s2102,Falz
s2104,Sedat Kirtan
s2104,Kubilay Sarikaya
s2105,Sonny Mallhi
s2108,Hardik Mehta
s2109,Salmeen AlMurry Amer
s2110,Keith L. Smith
s2111,Michał Tylka
s2112,Nagraj Manjule
s2114,Barry Gonzalez
s2115,Baljit Singh Deo
s2116,Shadi Ali
s2118,Adrien Lagier
s2118,Ousmane Ly
s2119,Kader Aoun
s2120,Madhur Bhandarkar
s2123,Milton Horowitz
s2124,Peter Sullivan
s2128,Hitoshi Namba
s2131,Ian Barber
s2133,Leslye Davis
s2133,Catrin Einhorn
s2134,Rajat Kapoor
s2136,Terry Gilliam
s2139,Cory Edwards
s2140,Ally Pankiw
s2141,Peter Spirer
s2142,Elissa Down
s2144,Scott L. Montoya
s2145,Diego Pignataro
s2146,Jan-Peter Horns
s2147,Johanna Demetrakas
s2148,Fernando Ayllón
s2149,Raúl Campos
s2149,Jan Suter
s2150,Rajesh Mapuskar
s2151,John Hughes
s2152,Ken Ghosh
s2153,Norman Jewison
s2154,Anna Wieczur-Bluszcz
s2155,Biyi Bandele
s2156,Fouad Al Shatti
s2158,Luke Jurevicius
s2159,Padraic McKinley
s2160,Ari Levinson
s2162,Tony Zierra
s2163,Angga Dwimas Sasongko
s2164,James Wong
s2165,David R. Ellis
s2166,James Wong
s2168,Theodore Boborol
s2170,Marla M. Ancheta
s2171,Gianfranco Rosi
s2173,Drea Cooper
s2173,Zackary Canepari
s2174,Dylan Mohan Gray
s2175,Aruna Raje
s2176,Sabal Singh Shekawat
s2178,George Ford
s2179,George Ford
s2180,Akiyuki Shinbo
s2180,Nobuyuki Takeuchi
s2182,Arthur Muhammad
s2183,Steven C. Miller
s2184,Roy Poortmans
s2185,Paul Soriano
s2186,Olivia Newman
s2188,Angelina Jolie
s2189,Nirpal Bhogal
s2190,Chris Foggin
s2191,Keith Malloy
s2192,Andrew Renzi
s2193,Célia Catunda
s2193,Kiko Mistrorigo
s2193,Rodrigo Eba
s2195,Abhishek Kapoor
s2196,Gerry Blaksley
s2197,Laurent Bouzereau
s2198,Cheh Chang
s2199,Maris Curran
s2201,Khalid Mohamed
s2203,Marc Abraham
s2205,Xiaoxing Yi
s2205,Yoshitaka Takeuchi
s2205,Haoling Li
s2206,Khaled Marei
s2209,Gregory Caruso
s2213,Kang Cheng
s2213,Shan Hua
s2214,Asri Bendacha
s2217,Mercedes Cordova
s2221,Juan Manuel Cotelo
s2222,Tyler Perry
s2223,Mark Helenowski
s2223,Kevin Pang
s2224,Dean Wright
s2225,Rucha Humnabadkar
s2226,Mark Murphy
s2227,Richard Miron
s2228,Digo Ricio
s2229,Joe Camp
s2230,Adam Nimoy
s2232,Carlos Therón
s2233,Jon Carey
s2233,Adam Darke
s2234,Fred M. Wilcox
s2235,Abhinay Deo
s2237,Akhil Paul
s2237,Anas Khan
s2240,Luis Ara
s2241,Maya Zinshtein
s2244,Antonio Morabito
s2245,Hang-Jun Jang
s2246,Lee Fulkerson
s2248,Krysia Plonka
s2249,Seth Gordon
s2251,Cathy Garcia-Molina
s2252,Mike Newell
s2253,Gregory Hoblit
s2254,Brad Anderson
s2255,Francesco Carrozzini
s2256,Noah Baumbach
s2258,Ulises Valencia
s2259,Ulises Valencia
s2260,Matthew Ross
s2261,G.J. Echternkamp
s2263,Daniel Gray Longino
s2265,Grant S. Johnson
s2265,Ippsie Jones
s2266,Trudie Styler
s2267,Adam B. Stein
s2267,Zach Lipovsky
s2268,Felix Binder
s2269,Lance Bangs
s2270,David Dobkin
s2271,Ben Wheatley
s2273,Marek Losey
s2275,Gary Ross
s2276,Simon Wincer
s2277,Tinu Pappachan
s2278,Ahmed Zain
s2279,Marc Levin
s2280,Sameh Abdulaziz
s2281,Wade Allain-Marcus
s2281,Jesse Allain-Marcus
s2282,Paul Krüger
s2282,Anél Stolp
s2284,Jude Okwudiafor Johnson
s2287,Marcus Nispel
s2288,Simon Verhoeven
s2291,Raj Khosla
s2292,Ali F. Mostafa
s2294,Mahmoud Karim
s2295,Werner Herzog
s2296,Pierre Morel
s2297,Heber Cannon
s2298,Andrew Dean
s2300,Alastair Fothergill
s2303,Courtney Hunt
s2304,Ryan Coogler
s2306,Mrighdeep Singh Lamba
s2308,Avinash Walzade
s2309,Robert Eagar
s2310,Sean Cisterna
s2311,Jeff Deverett
s2313,Fumihiko Sori
s2314,Yasuhiro Irie
s2315,Alethea Jones
s2316,Denis Do
s2317,Bob Rose
s2318,Deepa Mehta
s2319,Le Van Kiet
s2320,Adam Del Giudice
s2321,Lai Chun-yu
s2322,Chris Smith
s2323,Ferzan Özpetek
s2324,Hoyt Yeatman
s2325,Ömer Faruk Sorak
s2326,Kıvanç Baruönü
s2327,Krish
s2329,Manny Rodriguez
s2330,Fellipe Barbosa
s2331,Manny Rodriguez
s2333,Michael Simon
s2334,Mario Rouleau
s2335,Amitoj Mann
s2336,Chris Moukarbel
s2337,Pavel Parkhomenko
s2339,Lucky Kuswandi
s2340,Abhinay Deo
s2342,Ahmed Al-Badry
s2343,Ashwin Saravanan
s2344,Ashwin Saravanan
s2345,Ashwin Saravanan
s2346,Kyle Newacheck
s2348,Ivan Andrew Payawal
s2349,Jean-Claude Flamand-Barny
s2350,Prakash Jha
s2352,Martin Scorsese
s2353,Keiichi Sato
s2353,Yasushi Kawamura
s2354,Qaushiq Mukherjee
s2355,Austin Peck
s2355,Anneliese Vandenberg
s2356,Mark A.Z. Dippé
s2356,Kyung Ho Lee
s2357,Mark A.Z. Dippé
s2357,Eondeok Han
s2358,Mark A.Z. Dippé
s2359,Riki Lindhome
s2359,Jeremy Konner
s2361,Glenn Weiss
s2362,Ifa Isfansyah
s2363,Rudy Soedjarwo
s2364,Yen Cheng-kuo
s2365,Walter Taylaur
s2366,Hiroshi Katagiri
s2367,Manbhavan Singh
s2368,P.K. Baaburaaj
s2369,Naoto Amazutsumi
s2371,Vlad Yudin
s2372,Vlad Yudin
s2373,Suseenthiran
s2378,Troy Miller
s2379,David Grossman
s2380,Mike Flanagan
s2381,Guy Vasilovich
s2383,Nicholas Stoller
s2384,Olivier Abbou
s2385,Dylan Bank
s2385,Daniel DiMauro
s2385,Morgan Pehme
s2387,Christopher Smith
s2389,Peter Segal
s2390,Iñaki Dorronsoro
s2391,David Silberg
s2392,Amin Dora
s2393,Raj Kumar Gupta
s2394,Rajkumar Santoshi
s2395,Rich Ragsdale
s2397,Ben Wallis
s2398,Kazuchika Kise
s2398,Masahiko Murata
s2399,Karen J. Lloyd
s2400,Mark Steven Johnson
s2401,Anurag Kashyap
s2401,Dibakar Banerjee
s2401,Karan Johar
s2401,Zoya Akhtar
s2402,Kazuchika Kise
s2404,Kazuchika Kise
s2405,Bassam Tariq
s2406,Eric Bress
s2407,Patrick Graham
s2408,Partho Ghosh
s2409,Riri Riza
s2411,Vincente Minnelli
s2411,Charles Walters
s2414,Ron Krauss
s2415,Florent Bodin
s2416,Paul M. Green
s2418,Sally Potter
s2419,Puneet Khanna
s2421,Lukas Dhont
s2423,Travis Stevens
s2424,Wenn V. Deramas
s2425,Weica Wang
s2427,Michael Paul Stephenson
s2432,Tsutomu Mizushima
s2433,Tsutomu Mizushima
s2434,Olivier Afonso
s2435,James D. Stern
s2435,Fernando Villena
s2440,Go Koga
s2443,Brett Whitcomb
s2445,Peter Lepeniotis
s2446,Owen Trevor
s2448,Alex Woo
s2448,Stanley Moore
s2450,Mauro Scandolari
s2451,Harold Cronk
s2453,Jedd Wider
s2453,Todd Wider
s2454,Gordon Chan
s2455,Harold Cronk
s2456,Michael Mason
s2457,Francis Lee
s2459,Kobun Shizuno
s2459,Hiroyuki Seshita
s2460,Kobun Shizuno
s2460,Hiroyuki Seshita
s2461,Kobun Shizuno
s2461,Hiroyuki Seshita
s2462,Hong Won-ki
s2463,Clay Glen
s2464,Hrishikesh Mukherjee
s2465,Takuya Inaba
s2466,Martin Campbell
s2467,Sam de Jong
s2469,Ivan Sen
s2470,Kabir Sadanand
s2471,Rohit Shetty
s2472,Rohit Shetty
s2474,Mark Landre Gould
s2475,Neslihan Yesilyurt
s2476,Sameh Abdulaziz
s2477,Brian Robbins
s2478,Umut Aral
s2480,Jeff Stilson
s2481,Chris McCoy
s2482,Andrew Niccol
s2483,Wendy Jo Carlton
s2484,Tarek Abdel Moaty
s2485,Mark Helfrich
s2488,George Clooney
s2489,Henrik Ruben Genz
s2490,Kate Melville
s2491,Benny Safdie
s2491,Josh Safdie
s2494,Martin Scorsese
s2496,Justin Chon
s2497,Michael Dowse
s2498,Jay Baruchel
s2500,Ari Sandel
s2501,Punit Malhotra
s2503,Robert Altman
s2505,Danny Cannon
s2506,Mathieu Kassovitz
s2507,Ananth Narayan Mahadevan
s2508,Jerrold Tarog
s2511,Clint Eastwood
s2516,Indra Kumar
s2517,Ron Oliver
s2518,B. Unnikrishnan
s2519,Ahmed Zein
s2520,Ahmed Zein
s2521,Tanuj Chopra
s2522,Fab Five Freddie
s2523,Randal Kleiser
s2528,David Hunt
s2533,Jeremy Saulnier
s2534,Abba T. Makama
s2537,Peter Orton
s2538,Juani Libonatti
s2540,Allan Ungar
s2542,Nanette Burstein
s2543,Miranda de Pencier
s2545,Eric Juhola
s2546,Keith Scholey
s2547,Luis Ara
s2547,Ignacio Jaunsolo
s2548,Sam Macaroni
s2549,Matías Gueilburt
s2550,Ruchi Narain
s2551,Mahesh Bhatt
s2552,Dani de la Torre
s2553,Anjali Nayar
s2554,Arjun Jandyala
s2555,Sharan Sharma
s2557,Shanker Raman
s2559,Mani Ratnam
s2561,James Woodroffe
s2562,Sanjay Leela Bhansali
s2565,Esteban Vidal
s2566,Sermiyan Midyat
s2567,Sermiyan Midyat
s2571,Amitoj Mann
s2573,Faozan Rizal
s2575,Ali Taner Baltacı
s2576,Vishal Bhardwaj
s2578,Ethan Coen
s2578,Joel Coen
s2579,Adam Shankman
s2580,Ibrahim Bin Mohamed
s2580,Hasan Aljaberi
s2581,Ali Bin Matar
s2581,Ibrahim Bin Mohamed
s2582,Oluseyi Asurf
s2584,Mohit Suri
s2585,Nila Madhab Panda
s2586,Shinji Aramaki
s2586,Mamoru Oshii
s2586,Hideki Futamura
s2586,Toshiyuki Kanno
s2586,Tomoki Kyoda
s2586,Koichi Mashimo
s2586,Yasushi Muraki
s2586,Daisuke Nishio
s2586,Frank O'Connor
s2586,Koji Sawai
s2586,Joseph Chou
s2586,Hiroshi Yamazaki
s2587,Ian Kirby
s2589,Satish Kaushik
s2590,John Irvin
s2591,Aijaz Khan
s2592,Akram Farouk
s2593,John Butler
s2595,Jeff Garlin
s2597,Johnny Martin
s2598,Joe Berlinger
s2599,Madeleine Parry
s2600,Madeleine Parry
s2600,Jon Olb
s2602,Lance Bangs
s2603,Doesjka van Hoogdalem
s2604,Tim Van Someren
s2605,Mamat Khalid
s2609,Jared Stern
s2610,Alice Rohrwacher
s2611,Amarpreet G S Chabbra
s2612,Joe Dietsch
s2612,Louie Gibson
s2614,Farah Khan
s2615,Nawapol Thamrongrattanarit
s2616,Luis Javier M. Henaine
s2620,Hardik Mehta
s2621,Shlok Sharma
s2622,Matt Eskandari
s2623,Eric Laneuville
s2624,Robert Osman
s2624,Nathanael Wiseman
s2625,Ilya Naishuller
s2627,Bobcat Goldthwait
s2628,Paresh Mokashi
s2629,Michael McKay
s2631,Jon Hurwitz
s2631,Hayden Schlossberg
s2632,Danny Leiner
s2633,Daniel Raim
s2635,Ron Oliver
s2636,Ah Loong
s2637,Ron Davis
s2638,Justin Bare
s2638,Matthew Miele
s2640,Aamir Bashir
s2642,Christopher Storer
s2643,Vinil Mathew
s2644,David Dhawan
s2647,Alberto Arnaut Estrada
s2651,Milan Luthria
s2654,Jon Schnitzer
s2655,Brant Sersen
s2656,Donick Cary
s2658,Eddie Martin
s2660,Andrew C. Erin
s2661,Vibhu Virender Puri
s2662,Şenol Sönmez
s2663,Steven Soderbergh
s2664,Sudhir Mishra
s2666,Lucien Jean-Baptiste
s2667,Davis Guggenheim
s2668,Jason Krawczyk
s2669,Quinn Lasher
s2670,Elle Callahan
s2671,Ana Kokkinos
s2672,Timo Tjahjanto
s2672,Kimo Stamboel
s2674,Jalil Lespert
s2675,Kelly Noonan
s2678,David Mirkin
s2680,Chris Sivertson
s2681,Lucien Bourjeily
s2684,Huang Jianming
s2687,Leung Lok Man
s2687,Luk Kim-ching
s2689,Tom Gianas
s2689,Ross R. Shuman
s2691,David Mackenzie
s2692,Guillermo del Toro
s2693,Sohail Khan
s2695,Cathy Garcia-Molina
s2697,Alex Stapleton
s2698,Eli Roth
s2699,Jerrold Tarog
s2701,Spike Jonze
s2703,Christel Gibson
s2704,Prakash Mehra
s2705,Rod Blackhurst
s2707,Philippe Aractingi
s2708,Corey Yuen
s2710,Joaquín Mazón
s2711,Elaine McMillion Sheldon
s2712,Madhur Bhandarkar
s2714,Raymie Muzquiz
s2714,Stu Livingston
s2718,Timothy Woodward Jr.
s2719,Stacia Crawford
s2722,Shawn Arranha
s2723,Liu Jie
s2724,Shigeaki Kubo
s2725,Shigeaki Kubo
s2725,Tsuyoshi Nakakuki
s2726,Shigeaki Kubo
s2726,Tsuyoshi Nakakuki
s2727,Yudai Yamaguchi
s2728,Shigeaki Kubo
s2729,Pankaj Batra
s2730,Steven Soderbergh
s2734,Byun Hyuk
s2735,Michael Damian
s2737,Scott Hicks
s2738,Imtiaz Ali
s2743,Ron Howard
s2744,Sajid Khan
s2747,Lucy van Beek
s2748,Remi Weekes
s2749,Jennifer Lynch
s2753,Vishnu Govindhan
s2756,David Palmer
s2756,Dax Shepard
s2757,Andy Tennant
s2758,Joachim Fest
s2758,Christian Herrendoerfer
s2760,Daniel Kontur
s2761,Daniel Ablin
s2762,Lars Kaalund
s2763,Asim Raza
s2765,Gordon Anderson
s2767,Ali Taner Baltacı
s2767,Cem Yılmaz
s2768,Jeremy Saulnier
s2769,Neil Armfield
s2770,André Odendaal
s2770,Johan Vorster
s2771,John Whitesell
s2773,Ernie Barbarash
s2774,Leslie Small
s2776,Anthony Scott Burns
s2776,Nicholas McCarthy
s2776,Adam Egypt Mortimer
s2776,Gary Shore
s2776,Kevin Smith
s2776,Sarah Adina Smith
s2776,Scott Stewart
s2776,Kevin Kolsch
s2776,Dennis Widmyer
s2777,Michael A. Nickles
s2779,Javier Ambrossi
s2779,Javier Calvo
s2780,Fernando Ayllón
s2781,Curro Velázquez
s2782,Will Allen
s2783,Note Chern-Yim
s2784,Note Chern-Yim
s2785,Rakshith Thirthahalli
s2788,Kaila York
s2790,Beyoncé Knowles-Carter
