show_id,director_name
s2791,Anindya Chatterjee
s2793,Justin G. Dyck
s2794,Bille Woodruff
s2795,Bille Woodruff
s2796,Reema Kagti
s2797,Rebecca Johnson
s2799,Mike Disa
s2800,Steven Spielberg
s2802,Tim Hill
s2803,Sudip Bandyopadhyay
s2804,Pailin Wedel
s2805,Jack C. Newell
s2806,Brodje Wemboendja
s2808,Alexandre Aja
s2810,Gary Andrews
s2812,Ayush Raina
s2813,Jeff Baena
s2815,Marty Stalker
s2816,Federico Lemos
s2817,Scott Cooper
s2818,Michael Polish
s2820,Yuki Yamato
s2821,Jill Bauer
s2821,Ronna Gradus
s2822,Jill Bauer
s2822,Ronna Gradus
s2822,Rashida Jones
s2823,Max McGill
s2824,Akiva Schaffer
s2825,Andaç Haznedaroğlu
s2827,Thor Freudenthal
s2828,Janusz Majewski
s2830,Genndy Tartakovsky
s2831,Shashanka Ghosh
s2831,Samit Basu
s2832,Mark Tonderai
s2834,Alex Merkin
s2835,Sandy Chronopoulos
s2836,Ziga Virc
s2837,Bruce Leddy
s2838,David M. Rosenthal
s2839,Tom O'Dell
s2840,Ron Howard
s2841,Ken Marino
s2842,Lionel C. Martin
s2843,Jerry Rothwell
s2846,Joanna Lombardi
s2846,Bruno Ascenzo
s2848,Jocelyn Moorhouse
s2851,Cal Seville
s2852,Dean DeBlois
s2853,Cal Saville
s2854,James Ivory
s2855,Amar Gupte
s2856,Steve Brill
s2858,Martin Scorsese
s2859,Sam Liu
s2859,Frank Paur
s2860,Sooraj R. Barjatya
s2861,Sooraj R. Barjatya
s2862,Adam Bolt
s2863,Raj Kanwar
s2864,Shashank Khaitan
s2866,Drew Casson
s2867,Taika Waititi
s2868,Keoni Waxman
s2869,Rako Prijanto
s2871,Jonathan Mostow
s2872,Harshavardhan Kulkarni
s2875,Matt Kugelman
s2876,Matt Kugelman
s2877,Saji Surendran
s2878,Mike Flanagan
s2879,Craig Brewer
s2885,Gabriel Grieco
s2886,Onir
s2889,Benjamin Turner
s2889,Gabe Turner
s2890,Jeffrey Schwarz
s2891,Mary Mazzio
s2892,Christophe Charrier
s2893,Nila Madhab Panda
s2894,Laura VanZee Taylor
s2896,Justin Kelly
s2897,Grant Sputore
s2898,Eleonore Pourriat
s2899,Feng Xiaogang
s2901,Raoul Peck
s2902,Adam Sjöberg
s2903,Osgood Perkins
s2904,Ross Boyask
s2905,Ross Boyask
s2906,Unjoo Moon
s2907,Chuck Russell
s2908,Kasper Collin
s2909,Macon Blair
s2910,Douglas McGrath
s2911,Maria Demeshkina Peek
s2912,Mez Tharatorn
s2913,Punit Malhotra
s2916,Jérémy Clapin
s2917,Laura Mañá
s2919,Ava DuVernay
s2920,Ken Loach
s2921,Brett Haley
s2922,Justin Krook
s2923,Lance Bangs
s2924,Steve Race
s2925,Lindsey Cordero
s2925,Armando Croda
s2926,Fernando Frías de la Parra
s2928,Charlie Kaufman
s2930,Hong-seon Kim
s2931,Alex Richanbach
s2932,Adam Randall
s2933,Bryan Fogel
s2935,Brett Harvey
s2936,Law Wing-cheong
s2938,Sachin
s2940,Will McCormack
s2940,Michael Govier
s2943,Tony Leondis
s2944,Sanjib Dey
s2945,Bobcat Goldthwait
s2946,Steve Paley
s2948,Steve Paley
s2949,Jay Chapman
s2950,Kim Jee-woon
s2951,Karey Kirkpatrick
s2952,Karan Shivajirao Chavan
s2952,Vikram Tanajirao Patil
s2954,Walerian Borowczyk
s2957,Steve Cheng
s2958,Malik Vitthal
s2960,Ti West
s2962,Anthony Byrne
s2963,Joel Oliansky
s2964,Patricia Font
s2967,Tope Oshin
s2968,Frank Rajah Arase
s2969,Hamad AlSarraf
s2970,Taron Lexton
s2973,Johannes Roberts
s2974,Jalil Lespert
s2975,Jim Mickle
s2976,Vincenzo Natali
s2977,Sunao Katabuchi
s2979,Brad Peyton
s2980,Christopher Nolan
s2981,Aytaç Ağırlar
s2982,Eric Zaragosa
s2983,Suman Mukhopadhyay
s2984,Jonathan Baker
s2985,Elizabeth Chai Vasarhelyi
s2986,Brad Bird
s2987,Sanjeev Gupta
s2989,Stephen S. Campanelli
s2991,Steven Spielberg
s2992,Steven Spielberg
s2993,Steven Spielberg
s2994,Steven Spielberg
s2995,John Stewart Muller
s2996,Jacob Kornbluth
s2997,Luca Vullo
s2998,Quentin Tarantino
s3002,Sittisiri Mongkolsiri
s3003,Ziad Doueiri
s3004,Andrew Lau Wai-Keung
s3004,Alan Mak
s3006,Sudhir Mishra
s3007,Iain Softley
s3009,Seren Yüce
s3010,K. Subhash
s3013,Michael J. Bassett
s3020,James Wan
s3024,Eugenio Derbez
s3027,Michael Gallagher
s3028,Vetrimaaran
s3030,Christopher Martin
s3032,Patricia Rozema
s3033,Werner Herzog
s3035,Sean Penn
s3036,Alejandro Montiel
s3038,Toshiya Shinohara
s3039,Toshiya Shinohara
s3040,Toshiya Shinohara
s3041,Toshiya Shinohara
s3043,Clint Eastwood
s3044,Pablo Giorgelli
s3045,Charles Officer
s3046,John Trengove
s3047,Jonathan Helpert
s3048,Wilson Yip
s3049,Wilson Yip
s3050,Wilson Yip
s3051,Wilson Yip
s3052,Nagesh Kukunoor
s3053,Kedar Shinde
s3055,Jacob Schwab
s3056,Serge Ou
s3058,Leo Riley
s3060,Timo Vuorensola
s3061,Stephanie Laing
s3063,Rohena Gera
s3064,Prime Cruz
s3065,Ken Ghosh
s3066,V. K. Prakash
s3067,Abhishek Chaubey
s3068,Oliver Kienle
s3069,Chairun Nissa
s3071,Jadesola Osiberu
s3073,Manish Tiwary
s3074,Trey Edward Shults
s3075,Billy Lyons
s3076,Cathy Garcia-Molina
s3077,Andy Tennant
s3079,Ismail Farouk
s3080,Aniedi Anwah
s3081,Maria Ripoll
s3083,Hani Hamdi
s3085,Abhay Chopra
s3086,Zatella Beatty
s3087,Frank Rajah Arase
s3090,Young Jun Lee
s3092,Umesh Mehra
s3093,Shirish Kunder
s3094,Abbas Tyrewala
s3095,Imtiaz Ali
s3096,Imtiaz Ali
s3097,Mathias Malzieu
s3097,Stéphane Berla
s3098,Harvey Glazer
s3098,Stuart Stone
s3099,Stuart Orme
s3100,Brian Klein
s3101,Richard van't Riet
s3102,Dave Skinner
s3102,Freddie Waters
s3104,Quentin Tarantino
s3105,Edward Cotterill
s3106,Dustin Nguyen
s3107,David M. Rosenthal
s3108,Kumaran
s3109,Johan Brisinger
s3110,Shanjey Kumar Perumal
s3111,Anurag Basu
s3112,Navjot Gulati
s3113,Madhur Bhandarkar
s3115,Jimmy Henderson
s3117,Girish Malik
s3118,Nila Madhab Panda
s3119,Dan Lucchesi
s3120,Soumendra Padhi
s3121,Azfar Jafri
s3124,Raúl Campos
s3124,Jan Suter
s3125,Aadish Keluskar
s3128,Don Michael Paul
s3129,Rohit Jugraj
s3130,Ksshitij Chaudhary
s3131,Kevin Smith
s3132,Janusz Majewski
s3133,Sergio Barrejón
s3134,Robb Dipple
s3135,Manny Rodriguez
s3136,Troy Miller
s3137,Michael Simon
s3137,Matthew McNeil
s3138,Manny Rodriguez
s3139,Michael Simon
s3140,Michael Simon
s3141,Michael Simon
s3142,Jay Karas
s3143,Christopher Storer
s3145,Jon M. Chu
s3146,Lance Bangs
s3147,Lance Bangs
s3149,Gillian Robespierre
s3151,Lydia Tenaglia
s3152,Vlad Yudin
s3154,Michael Bonfiglio
s3155,Joe DeMaio
s3156,Christian Charles
s3157,Marty Callner
s3158,Clint Eastwood
s3159,Ali Scher
s3160,Gerry Hoban
s3161,C. Fitz
s3162,Numa Perrier
s3163,Edward Cotterill
s3164,Sujoy Ghosh
s3166,Chris Smith
s3167,Michael Drumm
s3168,Jeannie Gaffigan
s3169,Troy Miller
s3170,Jay Karas
s3171,Jay Chapman
s3172,Shannon Hartman
s3173,Ryan Polito
s3174,Scott Zabielski
s3175,Scott Zabielski
s3176,Shannon Hartman
s3177,Joe Boyd
s3178,Sam Wrench
s3179,Brian Klein
s3180,John A. Davis
s3182,Navaniat Singh
s3183,David E. Talbert
s3186,Stephen Herek
s3187,David Gelb
s3188,Radhu Karmakar
s3189,Shannon Hartman
s3190,Michael McKay
s3191,Shannon Hartman
s3192,Lee Jeong-beom
s3193,Griffin Dunne
s3194,Scott L. Montoya
s3195,José Miguel Contreras
s3196,Ashutosh Gowariker
s3197,John Edginton
s3198,Daniel Gray Longino
s3199,Anthony Giordano
s3200,Anthony Giordano
s3201,Ashim Ahluwalia
s3202,Michael Epstein
s3203,Andrew Stanton
s3204,Ahishor Solomon
s3205,Will Forbes
s3208,Rhys Thomas
s3209,Alex Timbers
s3210,Ryan Polito
s3211,Rhys Thomas
s3216,Shirish Kunder
s3217,Aditya Vikram Sengupta
s3218,Lô Politi
s3219,Bill Oliver
s3220,Toby Haynes
s3221,Amardeep Singh Gill
s3222,Rob LaDuca
s3222,Robert C. Ramirez
s3223,Joe Piscatella
s3225,Sébastien Betbeder
s3226,Sudabeh Mortezai
s3230,Clark Johnson
s3231,Judah Friedlander
s3232,Marcus Raboy
s3233,Atharv Baluja
s3234,David Dhawan
s3235,David Dhawan
s3236,John Schultz
s3237,Susannah Heath-Eves
s3238,Nora Ephron
s3239,Kenny Ortega
s3244,Salim Akil
s3245,Phil Morrison
s3246,Lana Wachowski
s3246,Lilly Wachowski
s3248,Roberto Santucci
s3249,Ole Bornedal
s3250,Roger Kumble
s3251,Andy Caballero
s3251,Diego Corsini
s3252,Theodore Boborol
s3254,Richard Gabai
s3256,Johnnie To
s3257,Jon M. Chu
s3258,Jonathan Demme
s3261,Stephanie Turner
s3263,Kathryn Bigelow
s3265,Naoko Yamada
s3269,Bedran Güzel
s3271,Sanjay Gupta
s3272,Makarand Mane
s3273,Kranti Redkar
s3274,Rai Yuvraj Bains
s3275,Soham Shah
s3276,Terrie Samundra
s3277,Tinnu Anand
s3278,Jijo Pancode
s3279,Pa. Ranjith
s3281,Karan Johar
s3282,Kundan Shah
s3283,Karan Johar
s3284,Sandeep Reddy Vanga
s3285,Buta Singh
s3286,Sujoy Ghosh
s3287,Roger Allers
s3287,Gaëtan Brizzi
s3287,Paul Brizzi
s3287,Joan C. Gratz
s3287,Mohammed Saeed Harib
s3287,Tomm Moore
s3287,Nina Paley
s3287,Bill Plympton
s3287,Joann Sfar
s3287,Michael Socha
s3288,Abhishek Kapoor
s3289,Pooja Bhatt
s3291,Nikkhil Advani
s3292,Sundar C.
s3293,Rupert Jones
s3294,Hani Al-Shaibani
s3295,Jun Lana
s3296,Dhilip Kumar
s3297,Mandla Dube
s3298,Vishal Bhardwaj
s3299,Arun Chidambaram
s3300,Jayan Moodley
s3302,Desingh Periyasamy
s3304,Shakun Batra
s3305,Musthafa
s3306,Burak Aksak
s3307,Wagner de Assis
s3308,Ali Ragab
s3310,Vijay Lalwani
s3311,Hanung Bramantyo
s3312,Satish Kaushik
s3313,Oluseyi Asurf
s3315,James Mangold
s3316,Ted Emery
s3318,Sai Paranjape
s3319,Linda Mendoza
s3320,Colin Dench
s3321,Lorene Machado
s3322,Brit McAdams
s3324,Marcus Raboy
s3325,Alphonso J. Wesson
s3326,Gary Binkow
s3327,Nikhil Advani
s3328,Michael McKay
s3329,Vineeth Anil
s3330,Chandrakant Kulkarni
s3332,Madhumita
s3333,Morgan Neville
s3334,Lynn Novick
s3335,Ken Burns
s3336,Ken Burns
s3338,Jon M. Chu
s3340,Angshuman Ghosh
s3342,Shannon Hartman
s3343,Leslie Small
s3344,Leslie Small
s3344,Tim Story
s3345,Leslie Small
s3345,Tim Story
s3346,Shannon Hartman
s3347,Leslie Small
s3348,Leslie Small
s3349,Tom Stern
s3350,Andy Fickman
s3351,Paul Miller
s3352,Lori Kaye
s3354,Subhash Ghai
s3357,Rohit Jugraj
s3358,Shashanka Ghosh
s3359,Mohammed Hussain
s3360,Dibakar Banerjee
s3362,Hrishikesh Mukherjee
s3363,Surya S.J.
s3363,Sunil Kumar Agrawal
s3364,Sudipto Roy
s3366,Dimitri Logothetis
s3367,John Stockwell
s3368,Noah Baumbach
s3370,Paul Soriano
s3372,Daniel Alfredson
s3373,Thomas Sieben
s3374,Tugçe Soysop
s3376,Quentin Tarantino
s3377,Quentin Tarantino
s3378,Steven Gomez
s3379,Frédéric Tonolli
s3381,Şenol Sönmez
s3382,Paul Tanter
s3383,Jonathan Hensleigh
s3384,Michael Cuesta
s3385,Avinash Arun
s3386,Damián Romay
s3388,Stephen Chiodo
s3391,Robert Luketic
s3392,Darren Grant
s3393,Andrew Dominik
s3394,Attila Till
s3395,Paul Katis
s3397,Felix Thompson
s3398,Kemi Adetiba
s3399,Sam Voutas
s3400,Jeffrey W. Byrd
s3403,Lucy Cohen
s3404,Steve Greenwood
s3405,Peter Farrelly
s3405,Bobby Farrelly
s3406,Deniz Gamze Ergüven
s3409,Abbas Alibhai Burmawalla
s3409,Mastan Alibhai Burmawalla
s3410,Puneet Sira
s3411,Aziz Mirza
s3412,Sean Cisterna
s3414,Gary Fleder
s3415,Joshua Tickell
s3415,Rebecca Harrell Tickell
s3418,Sigrid Andrea Bernardo
s3420,Woo Ming Jin
s3421,Sergio Pablos
s3424,Rachel Lears
s3425,Eli Roth
s3426,Frank Capra
s3426,Joris Ivens
s3427,Alex Proyas
s3430,Kıvanç Baruönü
s3431,Kıvanç Baruönü
s3432,Mark Raso
s3433,Partho Mitra
s3434,Jonathan Taylor
s3435,Chakri Toleti
s3436,Noor Imran Mithu
s3438,Joachim Rønning
s3438,Espen Sandberg
s3443,Gulzar
s3444,Hans Petter Moland
s3446,Munjal Shroff
s3446,Tilak Shetty
s3447,Munjal Shroff
s3447,Tilak Shetty
s3448,Tilak Shetty
s3449,Tilak Shetty
s3450,Tilak Shetty
s3452,Munjal Shroff
s3452,Tilak Shetty
s3453,Trey Edward Shults
s3454,Ravikanth Perepu
s3456,Santram Varma
s3457,Oliver Blackburn
s3458,Datta Mohan Bhandare
s3459,William H. Macy
s3460,Anil V. Kumar
s3461,Karan Johar
s3462,Remy Kohli
s3465,Stephen Chow
s3466,Andrés Couturier
s3467,Tim Johnson
s3468,Rodolphe Guenoden
s3469,Stanley Tong
s3470,Rizal Mantovani
s3471,Suresh Pillai
s3472,Renzil D'Silva
s3474,Tensai Okamura
s3475,Nick Broomfield
s3477,Yusuf Pirhasan
s3478,Kundan Shah
s3479,Sangeeth Sivan
s3480,Umesh Ghadge
s3481,Devin Chanda
s3482,David Dhawan
s3483,Samir Karnik
s3485,Camille Shooshani
s3486,Leandro Mark
s3486,Nicolás Silbert
s3487,Daniel Lindsay
s3487,T.J. Martin
s3488,Luis Valdez
s3490,Giulio Base
s3495,Antonio Díaz
s3497,Pepe Mora
s3498,Roberto Girault Facha
s3507,Alejandro Lozano
s3508,Syed Ahmad Afzal
s3509,Manav Shah
s3510,Sopon Sukdapisit
s3511,Uraaz Bahl
s3513,Greta Gerwig
s3514,Chris Nahon
s3515,Shaun Paul Piccinino
s3517,M. Night Shyamalan
s3518,Emmanuel Mouret
s3521,Lygia Barbosa da Silva
s3521,Eliane Brum
s3522,Ashutosh Gowariker
s3523,Mike Ezuruonye
s3525,Farhan Akhtar
s3526,Sushil Majumdar
s3527,Mahesh Manjrekar
s3529,Sam Loh
s3530,Tosin Coker
s3531,R. Ellis Frazier
s3533,Brian Volk-Weiss
s3538,Alex Parkinson
s3538,Richard da Costa
s3540,Jaki Bradley
s3541,Obi Emelonye
s3543,Kazuaki Kiriya
s3544,Massy Tadjedin
s3545,Juliet May
s3546,Frank W Chen
s3547,Regina Welker
s3547,Nina Wels
s3548,Michael Drumm
s3550,John Hillcoat
s3552,Matthew Vaughn
s3553,Mijke de Jong
s3554,Damien Piscarel
s3554,Florent Bodin
s3555,Emmanuel Amara
s3556,Leslie Iwerks
s3558,Anand Tucker
s3559,Eric Summer
s3559,Éric Warin
s3560,Roy Allen Smith
s3561,Ron Myrick
s3562,Ron Myrick
s3563,Ron Myrick
s3566,B.N. Shajeer Sha
s3567,Lee Daniels
s3568,Vic Armstrong
s3570,Brian Helgeland
s3571,Zack Snyder
s3572,Yang Lei
s3575,Chia-Liang Liu
s3577,Joe Menendez
s3578,Scott Stewart
s3580,Rick Morales
s3583,Andrew Tan
s3583,Stephen Murray
s3585,Anders Falck
s3585,Stinus Morell Vithner
s3588,Michael D. Black
s3589,Rob Silvestri
s3590,Michael D. Black
s3596,Greg Richardson
s3598,Ashraf Fayeq
s3600,Jayaprakash Radhakrishnan
s3602,Mario Cambi
s3603,Pascal Blanchard
s3603,Sonia Dauger
s3603,David Dietz
s3604,Tom Hooper
s3605,David Benioff
s3605,D.B. Weiss
s3606,Kim A. Snyder
s3607,John Ridley
s3608,Luke Snellin
s3609,John Huston
s3610,Inas El-Degheidy
s3614,Onur Ünlü
s3616,Jenna Laurenzo
s3617,Vince Marcello
s3618,Geetu Mohandas
s3621,Brian Webber
s3623,Jason Spingarn-Koff
s3624,Jeff Baena
s3625,Anurag Basu
s3626,Ron Davis
s3627,Rakesh Mehta
s3628,Pawan K Shrivastava
s3630,John Haptas
s3630,Kristine Samuelson
s3634,Wael Ehsan
s3635,Justin McConnell
s3636,Johnnie To
s3637,Ekene Som Mekwunye
s3638,Kevin Peeples
s3639,Lauren Miller Rogen
s3640,Alfonso Arau
s3641,Sebastian Jones
s3641,Ramez Silyan
s3642,Charles Stone III
s3643,Prasobh Vijayan
s3645,Vrinda Samartha
s3647,Steven Spielberg
s3648,Jazz Boon
s3649,Isabel Sandoval
s3651,Karim El Sobky
s3652,Genevieve Nnaji
s3653,Fernando Ayllón
s3654,Philippe Aractingi
s3655,Ellen Weissbrod
s3658,Rob Meyer
s3659,Hua Shan
s3660,Eli Craig
s3662,Tim Bartley
s3663,Robyn Butler
s3664,Ira Sachs
s3665,Matt Kay
s3666,Richard Greenberg
s3667,Steve Brill
s3669,Prakash Satam
s3671,Prakash Satam
s3672,Prakash Satam
s3673,Prakash Satam
s3675,Prakash Satam
s3676,Zach Clark
s3682,Maria Ripoll
s3684,Ramsey Nouah
s3687,Nick Gomez
s3689,Werner Herzog
s3690,Rene Bueno
s3694,Smeep Kang
s3695,Fouad El-Mohandes
s3696,Guy Ritchie
s3697,Steven Knight
s3699,Kıvanç Baruönü
s3701,James Mather
s3701,Steve Saint Leger
s3702,Fernando Sariñana
s3702,José Luis Gutiérrez
s3704,Sudhanshu Saria
s3705,Michael Anderson
s3706,Eduardo Roy Jr.
s3708,Stanley Kubrick
s3709,Christian Zübert
s3710,Mark McQueen
s3711,Kristian Mercado
s3712,Jakob Verbruggen
s3713,Jacob LaMendola
s3714,Jennifer Baichwal
s3714,Nicholas de Pencier
s3717,Andrew Lau Wai-Keung
s3718,Sze Yu Lau
s3719,David Wnendt
s3720,Parambrata Chatterjee
s3721,Juan Carlos Rulfo
s3723,Jorge Hernandez Aldana
s3724,Ignacio López Escrivá
s3725,Alessandro Angulo
s3726,Tom Donahue
s3728,Sarah Moshman
s3730,Guillaume Pierret
s3732,Liz Garbus
s3733,Sunkanmi Adebayo
s3736,Christopher Guest
s3737,Louis C.K.
s3738,Louis C.K.
s3739,Louis C.K.
s3744,Imtiaz Ali
s3748,Jatla Siddartha
s3750,RZA
s3753,Charneice Fox
s3755,Andibachtiar Yusuf
s3756,Andibachtiar Yusuf
s3758,Pang Ho-cheung
s3759,Cristina Jacob
s3760,Andy Delaney
s3760,Monty Whitebloom
s3762,Omoni Oboli
s3763,Alfons Adetuyi
s3764,Theodore Witcher
s3765,Lasja Fauzia Susatyo
s3768,Saandeep Patel
s3770,Tianyu Zhao
s3771,Pang Ho-cheung
s3772,Stephen Chow
s3774,Anand Tiwari
s3777,Steven Fine
s3778,Ahmad Samir Farag
s3780,Dean Craig
s3781,Antoinette Jadaone
s3782,Sridhar Jetty
s3786,Mark Steven Johnson
s3787,Christian Ditter
s3788,Yılmaz Erdoğan
s3789,Anita Barbosa
s3791,So Yong Kim
s3793,Alma Har'el
s3794,Jeff Nichols
s3795,Katherine Brooks
s3796,Fernando Ayllón
s3797,Johnnie To
s3798,Dibakar Banerjee
s3799,Masaaki Yuasa
s3800,Jay Chapman
s3801,Lucas Margutti
s3802,Lucas Margutti
s3803,Lucas Margutti
s3804,Lucas Margutti
s3805,Ana Quiroga
s3806,Raúl Campos
s3806,Jan Suter
s3807,Jun-seong Kim
s3809,Zoya Akhtar
s3810,Sanjay Jadhav
s3811,Ranjit Tiwari
s3813,Radhika Rao
s3813,Vinay Sapru
s3814,Anurag Basu
s3817,Laxman Utekar
s3824,Hayao Miyazaki
s3825,Prabhuraj
s3826,Ticoy Rodriguez
s3827,Zoya Akhtar
s3827,Karan Johar
s3827,Anurag Kashyap
s3827,Dibakar Banerjee
s3828,Sameer Sharma
s3829,Marcus Raboy
s3830,Jayan Vannery
s3831,George C. Wolfe
s3833,Pratim D. Gupta
s3834,Dylan C. Brown
s3835,Debaloy Dey
s3836,Robert Rodriguez
s3837,Antonio Serrano
s3838,George Miller
s3840,Callie Khouri
s3840,Jesse V. Johnson
s3841,Jim Monaco
s3842,Chun Wong
s3843,Nishikant Kamat
s3844,Eric Darnell
s3844,Tom McGrath
s3846,Ben Patterson
s3847,Mikhil Musale
s3849,Satyajit Bhatkal
s3850,Shoojit Sircar
s3851,Aaron Burns
s3852,Iginio Straffi
s3857,Luc Vinciguerra
s3859,Thierry Donard
s3860,Vikas Bahl
s3861,Paul Thomas Anderson
s3862,Benjamin Ree
s3863,Amaan Khan
s3864,Amarjit Virdi
s3867,Gaurav Bavdankar
s3869,Li Pei-Chuan
s3872,Prem Soni
s3873,Farah Khan
s3874,Chandan Arora
s3875,David Dhawan
s3876,Sooraj R. Barjatya
s3879,Nathan Wiley
s3880,Marlene Melchior
s3882,Oded Raz
s3883,Sameer Vidwans
s3884,Mangesh Hadawale
s3885,Mohit Suri
s3886,Raúl Campos
s3886,Jan Suter
s3887,Olaf de Fleur
s3888,Savage Steve Holland
s3889,Savage Steve Holland
s3891,Michael Winnick
s3892,Raj R
s3893,Amro Salah
s3896,Keanu Reeves
s3897,Chang-Min Lee
s3898,Ben Palmer
s3901,Shyam Benegal
s3902,Tathagata Banerjee
s3903,David Gordon Green
s3904,John Upchurch
s3905,Tom O'Brien
s3906,John Woo
s3909,Shamzu Zayba
s3910,Baljit Singh Deo
s3911,David Fincher
s3912,Rahul Ravindran
s3913,Indra Kumar
s3914,Michael Roberts
s3915,Navdeep Singh
s3916,Shammi Kapoor
s3917,Patricia Rozema
s3918,J. Davis
s3919,Nandita Das
s3920,Rahat Kazmi
s3921,Nicholas Kharkongor
s3922,Phanindra Narsetti
s3923,Amshan Kumar
s3924,David Cronenberg
s3926,Clive Tonge
s3928,Steven C. Miller
s3929,Lynn Shelton
s3930,Lance Bangs
s3931,Lynn Shelton
s3935,Caio Cobra
s3937,Alik Sakharov
s3938,Pedring A. Lopez
s3939,Jessica Yu
s3940,Jordan Brady
s3941,James Yukich
s3944,Nathan Landeg
s3946,Marcus Raboy
s3948,Pulkit
s3949,Sunil Thakur
s3950,Noah Baumbach
s3952,Everardo Gout
s3954,Chia-Liang Liu
s3955,David Raynr
s3956,David Batty
s3957,Jean-François Blais
s3958,Deepika Narayan Bhardwaj
s3959,Eric Drath
s3962,Mitch Schauer
s3965,Mitch Schauer
s3967,Leo Riley
s3967,Eric Radomski
s3972,Hiromasa Yonebayashi
s3973,Omung Kumar
s3974,Rob Marshall
s3977,Malik Nejer
s3979,Christopher Guest
s3983,Neeraj Udhwani
s3984,Shekhar Kapur
s3985,Ui-seok Jo
s3987,Yuen Woo-ping
s3988,Obaid Alhmoudi
s3989,Pablo D'Alo Abba
s3990,Craig Freimond
s3991,Sudesh Manjrekar
s3991,Atul Kale
s3993,Aditya Sarpotdar
s3994,Diego Pignataro
s3995,Daniel Noah
s3996,Timo Tjahjanto
s3997,Philip Yung
s3998,Hassan Hegazy
s3998,Shady Ali
s3999,Bob Hercules
s3999,Rita Coburn Whack
s4000,Ketan Mehta
s4001,Muh Chen
s4002,Samuel D. Pollard
s4003,Maz Jobrani
s4004,Sachin
s4005,Jesús Magaña Vázquez
s4006,Raúl Campos
s4006,Jan Suter
s4007,Nathan Morlando
s4008,Melanie Mayron
s4009,Martin Scorsese
s4014,Mina Shum
s4015,Jacek Koprowicz
s4017,Niyi Akinmolayan
s4018,Paul Berczeller
s4018,Mark Radice
s4022,Anik Datta
s4023,Saravana Rajendran
s4024,Binu Ulahhannan
s4026,Bob Odenkirk
s4027,Shin-yeon Won
s4028,Lucas Santa Ana
s4030,Janet Tobias
s4030,Claus Wehlisch
s4032,Barry Sonnenfeld
s4033,Barry Sonnenfeld
s4034,Jung-ah Im
s4035,Ayman Makram
s4036,Josh Z. Weinstein
s4036,Joshua Z. Weinstein
s4037,John Barnard
s4038,Gareth Evans
s4039,Hepi Mita
s4040,Sacha Wolff
s4041,David Sington
s4041,Heather Walsh
s4042,Chris Sparling
s4043,Owen Egerton
s4045,Rakeysh Omprakash Mehra
s4046,Lenin Bharathi
s4048,James Hawes
s4050,Moses Inwang
s4051,Toka McBaror
s4052,Atlee Kumar
s4053,Fabrice Du Welz
s4055,Nimród Antal
s4056,Joe Berlinger
s4056,Bruce Sinofsky
s4058,Ananda Krishnan
s4059,Julio Fernández Talamantes
s4061,Shojiro Nishimi
s4061,Guillaume Renard
s4062,Alejandro Fernández Almendras
s4063,Gastón Duprat
s4064,Santosh Manjrekar
s4065,Bharat Nalluri
s4067,Ribhu Dasgupta
s4068,Scott Aukerman
s4068,Akiva Schaffer
s4069,Oz Rodriguez
s4070,Daniel Wilner
s4071,Chris Howe
s4072,Page Hurwitz
s4073,Lance Bangs
s4074,George Gallo
s4075,Steve Carr
s4076,Ryan Polito
s4077,Maxwell McGuire
s4081,Jeff Nichols
s4083,Clint Butler
s4090,Rajiv Chilaka
s4090,Anirban Majumder
s4090,Alka Amarkant Dubey
s4091,Seth Barrish
s4092,Seth Barrish
s4092,Mike Birbiglia
s4093,Seth Barrish
s4095,L. Frazier
s4096,Kevin Bray
s4097,David Mrnka
s4098,Peter Berg
s4099,Fajar Bustomi
s4099,Pidi Baiq
s4100,Stanley Nelson
s4101,Axelle Laffont
s4102,Gus Van Sant
s4108,Andrew Goth
s4109,Sean Foley
s4111,Fabio Guaglione
s4111,Fabio Resinaro
s4112,Eddie Mensore
s4117,Matt D'Avella
s4118,Anil Thomas
s4120,Gavin O'Connor
s4121,Mehmet Ada Öztekin
s4122,Thomas Astruc
s4123,Oriol Paulo
s4124,Mamoru Hosoda
s4125,Marcus Raboy
s4126,Tarsem Singh
s4127,Rakeysh Omprakash Mehra
s4129,Emcy Joseph
s4130,Erwin van den Eshof
s4131,Erwin van den Eshof
s4133,Lana Wilson
s4136,Keiichi Hara
s4138,Narendra Nath
s4139,Jason Lai
s4140,Liv Ullmann
s4141,Kenny Young
s4143,Jennifer Siebel Newsom
s4145,Barbara Kopple
s4146,Julia Hart
s4147,R.J. Daniel Hanna
s4148,Robert Nixon
s4148,Fisher Stevens
s4149,David Fairhead
s4150,Apoorva Lakhia
s4151,David Blair
s4152,Osman Ali
s4153,Anna Boden
s4153,Ryan Fleck
s4154,Greg Whiteley
s4155,Stan Lathan
s4156,Chris Howe
s4160,Hiromasa Yonebayashi
s4160,Yoshiyuki Momose
s4160,Akihiko Yamashita
s4162,Munish Bhardwaj
s4163,Muhammad Ali
s4164,Ted Geoghegan
s4165,Ashutosh Gowariker
s4166,William Monahan
s4167,Kunle Afolayan
s4169,Aaron Sorkin
s4170,Ravi Udyawar
s4172,Omoni Oboli
s4173,Mike Newell
s4175,Martin Rosete
s4177,Pablo Lejarreta
s4177,Luis Alfaro
s4178,Brett Ratner
s4179,Yılmaz Erdoğan
s4183,Robert Vince
s4184,Ahmed El Gendy
s4185,Holger Tappe
s4186,Steve Sacks
